Latitude,Longitude,Flood
30.4,-94,6.45
30.4,-98,12.4
30.4,-98,11.8
30.4,-97.9,11.5
30.4,-97.8,18
30.4,-97.8,15.1
30.4,-97.8,15.1
30.4,-97.7,12.5
30.4,-97.7,12.2
30.4,-97.6,10.5
30.4,-97.5,9.97
30.4,-97.5,8.83
30.4,-97.5,9.04
30.4,-97.4,9.7
30.4,-97.3,9.56
30.4,-97.3,9.35
30.4,-97.3,9.38
30.4,-97.2,7.43
30.4,-97.2,8.15
30.4,-97.1,7.56
30.4,-97,8.6
30.4,-97,9.03
30.4,-97,8.64
30.4,-96.9,8.16
30.4,-96.8,6.51
30.4,-96.8,5.47
30.4,-96.8,6.55
30.4,-96.7,6.35
30.4,-96.7,6.72
30.4,-96.6,5.97
30.4,-96.5,5.43
30.4,-96.5,4.33
30.4,-96.5,5.22
30.4,-96.4,5.15
30.4,-96.3,5.87
30.4,-96.3,3.67
30.4,-96.3,4.28
30.4,-96.2,4.17
30.4,-96.2,4.06
30.4,-96.1,5.11
30.4,-96,6.37
30.4,-96,7.48
30.4,-96,7.43
30.4,-95.9,5.96
30.4,-95.8,6.47
30.4,-95.8,5.74
30.4,-95.8,6.56
30.4,-95.7,5.83
30.4,-95.7,5.13
30.4,-95.6,5.05
30.4,-95.5,5.42
30.4,-95.5,7.12
30.4,-95.5,7.34
30.4,-95.4,7.05
30.4,-95.3,9.05
30.4,-95.3,9.2
30.4,-95.3,9.41
30.4,-95.2,10.9
30.4,-95.2,10.5
30.4,-95.1,11.8
30.4,-95,12
30.4,-95,12.2
30.4,-95,11.4
30.4,-94.9,9.32
30.4,-94.8,8.51
30.4,-94.8,7.32
30.4,-94.8,6.52
30.4,-94.7,8.48
30.4,-94.7,10
30.4,-94.6,10.6
30.4,-94.5,11.8
30.4,-94.5,12.8
30.4,-94.5,12.4
30.4,-94.4,12
30.4,-94.3,11.6
30.4,-94.3,11.1
30.4,-94.3,10.5
30.4,-94.2,9.91
30.4,-94.2,9.2
30.4,-94.1,8.29
30.4,-94,8.06
30.4,-94,7.86
30.4,-98,13.2
30.4,-98,11.7
30.4,-97.9,16.4
30.4,-97.8,13.6
30.4,-97.8,16.8
30.4,-97.8,15.1
30.4,-97.7,14.1
30.4,-97.7,14
30.4,-97.6,11.6
30.4,-97.5,10.4
30.4,-97.5,10
30.4,-97.5,9.89
30.4,-97.4,9.85
30.4,-97.3,10.1
30.4,-97.3,9.74
30.4,-97.3,9.04
30.4,-97.2,9.9
30.4,-97.2,7.74
30.4,-97.1,9.55
30.4,-97,9.81
30.4,-97,9.18
30.4,-97,7.63
30.4,-96.9,7.8
30.4,-96.8,6.9
30.4,-96.8,7.02
30.4,-96.8,7.2
30.4,-96.7,6.81
30.4,-96.7,4.93
30.4,-96.6,5.51
30.4,-96.5,5.43
30.4,-96.5,5.34
30.4,-96.5,4.57
30.4,-96.4,4.22
30.4,-96.3,4.16
30.4,-96.3,4.58
30.4,-96.3,5.1
30.4,-96.2,5.58
30.4,-96.2,4.54
30.4,-96.1,4.13
30.4,-96,4.28
30.4,-96,5.18
30.4,-96,7.99
30.4,-95.9,6.27
30.4,-95.8,6.2
30.4,-95.8,6.64
30.4,-95.8,7.42
30.4,-95.7,5.61
30.4,-95.7,6.67
30.4,-95.6,5.21
30.4,-95.5,5.72
30.4,-95.5,7.3
30.4,-95.5,8.7
30.4,-95.4,9.35
30.4,-95.3,10.4
30.4,-95.3,10.8
30.4,-95.3,12.4
30.4,-95.2,10.1
30.4,-95.2,10.1
30.4,-95.1,11
30.4,-95,10.8
30.4,-95,10.1
30.4,-95,9.18
30.4,-94.9,7.67
30.4,-94.8,7.23
30.4,-94.8,7
30.4,-94.8,7.82
30.4,-94.7,9.44
30.4,-94.7,10.8
30.4,-94.6,11.9
30.4,-94.5,13.2
30.4,-94.5,14.1
30.4,-94.5,14.2
30.4,-94.4,13.5
30.4,-94.3,13.6
30.4,-94.3,12.4
30.4,-94.3,12.1
30.4,-94.2,11.6
30.4,-94.2,10.3
30.4,-94.1,9.75
30.4,-94,9.04
30.4,-94,8.95
30.5,-98,17.5
30.5,-98,18
30.5,-97.9,17.4
30.5,-97.8,17.4
30.5,-97.8,14.7
30.5,-97.8,15
30.5,-97.7,12.7
30.5,-97.7,12.2
30.5,-97.6,12.8
30.5,-97.5,11.6
30.5,-97.5,9.84
30.5,-97.5,9.83
30.5,-97.4,9.37
30.5,-97.3,8.9
30.5,-97.3,8.72
30.5,-97.3,8.95
30.5,-97.2,9.34
30.5,-97.2,9.51
30.5,-97.1,9.77
30.5,-97,10
30.5,-97,10.5
30.5,-97,9.68
30.5,-96.9,7.27
30.5,-96.8,9.03
30.5,-96.8,8.81
30.5,-96.8,6.69
30.5,-96.7,6.67
30.5,-96.7,5.93
30.5,-96.6,5.52
30.5,-96.5,5.2
30.5,-96.5,4.65
30.5,-96.5,4.43
30.5,-96.4,4.09
30.5,-96.3,3.98
30.5,-96.3,5.56
30.5,-96.3,5.19
30.5,-96.2,5.41
30.5,-96.2,3.93
30.5,-96.1,4.36
30.5,-96,5.45
30.5,-96,6.59
30.5,-96,8.06
30.5,-95.9,7.11
30.5,-95.8,6.43
30.5,-95.8,7.05
30.5,-95.8,8.28
30.5,-95.7,7.86
30.5,-95.7,7.17
30.5,-95.6,5.35
30.5,-95.5,6.64
30.5,-95.5,7.11
30.5,-95.5,7.92
30.5,-95.4,10.9
30.5,-95.3,12.1
30.5,-95.3,13
30.5,-95.3,13.9
30.5,-95.2,13
30.5,-95.2,12.1
30.5,-95.1,11.1
30.5,-95,8.28
30.5,-95,7.13
30.5,-95,7.16
30.5,-94.9,6.73
30.5,-94.8,6.55
30.5,-94.8,7.85
30.5,-94.8,8.58
30.5,-94.7,10.2
30.5,-94.7,12.1
30.5,-94.6,13.8
30.5,-94.5,14.3
30.5,-94.5,15.9
30.5,-94.5,15
30.5,-94.4,14.6
30.5,-94.3,14.1
30.5,-94.3,14.1
30.5,-94.3,13.7
30.5,-94.2,13.8
30.5,-94.2,11.7
30.5,-94.1,10.8
30.5,-94,10.4
30.5,-94,10.4
30.6,-98,18.5
30.6,-98,15.3
30.6,-97.9,16.2
30.6,-97.8,17.6
30.6,-97.8,15.4
30.6,-97.8,14.6
30.6,-97.7,13.6
30.6,-97.7,12.6
30.6,-97.6,11.6
30.6,-97.5,11.6
30.6,-97.5,11.2
30.6,-97.5,10.5
30.6,-97.4,10.1
30.6,-97.3,8.79
30.6,-97.3,8.12
30.6,-97.3,7.66
30.6,-97.2,8.51
30.6,-97.2,10.1
30.6,-97.1,9.85
30.6,-97,8.75
30.6,-97,9.74
30.6,-97,7.72
30.6,-96.9,8.89
30.6,-96.8,9.26
30.6,-96.8,9.22
30.6,-96.8,8.17
30.6,-96.7,5.91
30.6,-96.7,6.9
30.6,-96.6,6.45
30.6,-96.5,5.16
30.6,-96.5,4.12
30.6,-96.5,4.16
30.6,-96.4,4.65
30.6,-96.3,5.28
30.6,-96.3,6.44
30.6,-96.3,5.32
30.6,-96.2,4.81
30.6,-96.2,3.94
30.6,-96.1,4.04
30.6,-96,5.34
30.6,-96,5.18
30.6,-96,7.31
30.6,-95.9,6.98
30.6,-95.8,6.52
30.6,-95.8,8
30.6,-95.8,7.26
30.6,-95.7,6.65
30.6,-95.7,7.78
30.6,-95.6,6.62
30.6,-95.5,7.79
30.6,-95.5,7.35
30.6,-95.5,8.71
30.6,-95.4,10.2
30.6,-95.3,10.6
30.6,-95.3,9.85
30.6,-95.3,11.8
30.6,-95.2,11
30.6,-95.2,11.9
30.6,-95.1,10.9
30.6,-95,7.9
30.6,-95,7.35
30.6,-95,6.62
30.6,-94.9,6.87
30.6,-94.8,7.84
30.6,-94.8,9.75
30.6,-94.8,9.09
30.6,-94.7,10.1
30.6,-94.7,12.4
30.6,-94.6,13.3
30.6,-94.5,14.9
30.6,-94.5,15.8
30.6,-94.5,15.4
30.6,-94.4,14.8
30.6,-94.3,14.7
30.6,-94.3,14.5
30.6,-94.3,13.8
30.6,-94.2,13.6
30.6,-94.2,11.4
30.6,-94.1,10.7
30.6,-94,9.82
30.6,-94,9.7
30.6,-98,19.8
30.6,-98,17.6
30.6,-97.9,18.9
30.6,-97.8,16.8
30.6,-97.8,17.1
30.6,-97.8,16.5
30.6,-97.7,13.3
30.6,-97.7,13.9
30.6,-97.6,13.1
30.6,-97.5,12.2
30.6,-97.5,10.9
30.6,-97.5,10.6
30.6,-97.4,10
30.6,-97.3,8.98
30.6,-97.3,9.66
30.6,-97.3,8.73
30.6,-97.2,7.26
30.6,-97.2,8.89
30.6,-97.1,10.3
30.6,-97,9.5
30.6,-97,8.13
30.6,-97,9.18
30.6,-96.9,10.1
30.6,-96.8,7.79
30.6,-96.8,7.04
30.6,-96.8,7.08
30.6,-96.7,6.67
30.6,-96.7,6.79
30.6,-96.6,6.11
30.6,-96.5,4.25
30.6,-96.5,4.19
30.6,-96.5,4.21
30.6,-96.4,5.43
30.6,-96.3,5.66
30.6,-96.3,5.1
30.6,-96.3,4.24
30.6,-96.2,3.77
30.6,-96.2,4.49
30.6,-96.1,4.87
30.6,-96,5.15
30.6,-96,6.73
30.6,-96,7.45
30.6,-95.9,6.92
30.6,-95.8,7.4
30.6,-95.8,8.17
30.6,-95.8,7.22
30.6,-95.7,6.04
30.6,-95.7,5.62
30.6,-95.6,7.3
30.6,-95.5,7.74
30.6,-95.5,7.48
30.6,-95.5,8.95
30.6,-95.4,8.6
30.6,-95.3,10.3
30.6,-95.3,10.7
30.6,-95.3,11.2
30.6,-95.2,9.8
30.6,-95.2,11.7
30.6,-95.1,8.49
30.6,-95,8.24
30.6,-95,6.8
30.6,-95,6.95
30.6,-94.9,8.36
30.6,-94.8,9.93
30.6,-94.8,9.53
30.6,-94.8,10.3
30.6,-94.7,11.8
30.6,-94.7,13
30.6,-94.6,14.5
30.6,-94.5,15.2
30.6,-94.5,16.3
30.6,-94.5,15.6
30.6,-94.4,15.2
30.6,-94.3,14.7
30.6,-94.3,15.1
30.6,-94.3,14.4
30.6,-94.2,13
30.6,-94.2,11.5
30.6,-94.1,10.7
30.6,-94,9.1
30.6,-94,9.08
30.6,-98,20.5
30.6,-98,19
30.6,-97.9,17
30.6,-97.8,18.7
30.6,-97.8,16.2
30.6,-97.8,16.3
30.6,-97.7,14
30.6,-97.7,11.7
30.6,-97.6,11.3
30.6,-97.5,10.7
30.6,-97.5,10.1
30.6,-97.5,9.36
30.6,-97.4,9.89
30.6,-97.3,9.8
30.6,-97.3,9.06
30.6,-97.3,7.86
30.6,-97.2,7.79
30.6,-97.2,6.87
30.6,-97.1,8.43
30.6,-97,8.84
30.6,-97,8.65
30.6,-97,9.44
30.6,-96.9,10.3
30.6,-96.8,9.81
30.6,-96.8,8.78
30.6,-96.8,7.86
30.6,-96.7,6.77
30.6,-96.7,5.95
30.6,-96.6,4.43
30.6,-96.5,4.45
30.6,-96.5,4.41
30.6,-96.5,4.49
30.6,-96.4,6.02
30.6,-96.3,5.68
30.6,-96.3,5.06
30.6,-96.3,5.21
30.6,-96.2,4.83
30.6,-96.2,5.07
30.6,-96.1,5.23
30.6,-96,5.38
30.6,-96,7.21
30.6,-96,6.32
30.6,-95.9,7.1
30.6,-95.8,7.42
30.6,-95.8,8.11
30.6,-95.8,7.03
30.6,-95.7,6.64
30.6,-95.7,6.19
30.6,-95.6,6.71
30.6,-95.5,8.51
30.6,-95.5,9.12
30.6,-95.5,8.7
30.6,-95.4,9.47
30.6,-95.3,10.7
30.6,-95.3,9.35
30.6,-95.3,10.2
30.6,-95.2,10.2
30.6,-95.2,9.42
30.6,-95.1,7.38
30.6,-95,7.38
30.6,-95,7.94
30.6,-95,7.76
30.6,-94.9,10.8
30.6,-94.8,10.8
30.6,-94.8,10.7
30.6,-94.8,11.6
30.6,-94.7,11.6
30.6,-94.7,14.4
30.6,-94.6,15.1
30.6,-94.5,15.2
30.6,-94.5,16.4
30.6,-94.5,16.3
30.6,-94.4,16.2
30.6,-94.3,15.4
30.6,-94.3,15.6
30.6,-94.3,15.2
30.6,-94.2,13.4
30.6,-94.2,11.3
30.6,-94.1,9.93
30.6,-94,8.91
30.6,-94,8.57
30.7,-98,18.7
30.7,-98,19.7
30.7,-97.9,16.9
30.7,-97.8,15
30.7,-97.8,16.9
30.7,-97.8,16.1
30.7,-97.7,14.4
30.7,-97.7,12.4
30.7,-97.6,13.3
30.7,-97.5,13.8
30.7,-97.5,10.8
30.7,-97.5,9.45
30.7,-97.4,8.85
30.7,-97.3,8.71
30.7,-97.3,7.89
30.7,-97.3,7.86
30.7,-97.2,7.37
30.7,-97.2,7.36
30.7,-97.1,6.52
30.7,-97,6.83
30.7,-97,8.14
30.7,-97,7.55
30.7,-96.9,8.48
30.7,-96.8,8.01
30.7,-96.8,6.35
30.7,-96.8,6.78
30.7,-96.7,7.21
30.7,-96.7,6.88
30.7,-96.6,5.06
30.7,-96.5,4.44
30.7,-96.5,5.16
30.7,-96.5,5.61
30.7,-96.4,6.68
30.7,-96.3,6.06
30.7,-96.3,6.05
30.7,-96.3,5.26
30.7,-96.2,4.78
30.7,-96.2,4.28
30.7,-96.1,5.55
30.7,-96,5.74
30.7,-96,5.35
30.7,-96,6.25
30.7,-95.9,6.5
30.7,-95.8,6.38
30.7,-95.8,6.23
30.7,-95.8,6.2
30.7,-95.7,5.64
30.7,-95.7,8.25
30.7,-95.6,7.66
30.7,-95.5,9.96
30.7,-95.5,10.1
30.7,-95.5,9.12
30.7,-95.4,9.39
30.7,-95.3,8.48
30.7,-95.3,10.1
30.7,-95.3,9.01
30.7,-95.2,8.78
30.7,-95.2,6.8
30.7,-95.1,7.05
30.7,-95,7.3
30.7,-95,7.74
30.7,-95,8.12
30.7,-94.9,11.4
30.7,-94.8,11.3
30.7,-94.8,11.7
30.7,-94.8,13.4
30.7,-94.7,12.3
30.7,-94.7,14.7
30.7,-94.6,15.4
30.7,-94.5,15.5
30.7,-94.5,16.2
30.7,-94.5,16.6
30.7,-94.4,16.9
30.7,-94.3,15.7
30.7,-94.3,15.9
30.7,-94.3,16.8
30.7,-94.2,14.1
30.7,-94.2,12.7
30.7,-94.1,9.51
30.7,-94,8.74
30.7,-94,8.05
30.8,-98,19.7
30.8,-98,18.3
30.8,-97.9,18
30.8,-97.8,18.1
30.8,-97.8,17.1
30.8,-97.8,15.9
30.8,-97.7,15
30.8,-97.7,13.3
30.8,-97.6,14.3
30.8,-97.5,13
30.8,-97.5,11.1
30.8,-97.5,10.3
30.8,-97.4,9.94
30.8,-97.3,9.49
30.8,-97.3,9.04
30.8,-97.3,8.48
30.8,-97.2,8.82
30.8,-97.2,7.87
30.8,-97.1,7.96
30.8,-97,6.55
30.8,-97,6.87
30.8,-97,6.65
30.8,-96.9,7.43
30.8,-96.8,7.96
30.8,-96.8,6.98
30.8,-96.8,6.69
30.8,-96.7,6.85
30.8,-96.7,5.02
30.8,-96.6,4.48
30.8,-96.5,4.44
30.8,-96.5,4.44
30.8,-96.5,5.81
30.8,-96.4,6.02
30.8,-96.3,5.86
30.8,-96.3,5.42
30.8,-96.3,5.71
30.8,-96.2,4.66
30.8,-96.2,4.49
30.8,-96.1,5.49
30.8,-96,6.48
30.8,-96,6.6
30.8,-96,5.59
30.8,-95.9,5.27
30.8,-95.8,5.4
30.8,-95.8,7.18
30.8,-95.8,6.69
30.8,-95.7,6.54
30.8,-95.7,7.36
30.8,-95.6,8.25
30.8,-95.5,7.34
30.8,-95.5,7.24
30.8,-95.5,7.9
30.8,-95.4,9.11
30.8,-95.3,9.42
30.8,-95.3,8.71
30.8,-95.3,7.66
30.8,-95.2,5.73
30.8,-95.2,6.22
30.8,-95.1,7.26
30.8,-95,8.92
30.8,-95,9.16
30.8,-95,9.16
30.8,-94.9,10.5
30.8,-94.8,12.8
30.8,-94.8,13.7
30.8,-94.8,13
30.8,-94.7,14.4
30.8,-94.7,16.5
30.8,-94.6,17
30.8,-94.5,17.8
30.8,-94.5,17.3
30.8,-94.5,18.4
30.8,-94.4,16.7
30.8,-94.3,18.3
30.8,-94.3,18.3
30.8,-94.3,17.5
30.8,-94.2,14.7
30.8,-94.2,12.1
30.8,-94.1,9.43
30.8,-94,9.13
30.8,-94,8.86
30.8,-98,20.8
30.8,-98,19
30.8,-97.9,19.2
30.8,-97.8,19
30.8,-97.8,17.7
30.8,-97.8,18.4
30.8,-97.7,16.2
30.8,-97.7,15.1
30.8,-97.6,14.9
30.8,-97.5,13.8
30.8,-97.5,11.8
30.8,-97.5,10.7
30.8,-97.4,9.4
30.8,-97.3,9.29
30.8,-97.3,9.05
30.8,-97.3,8.58
30.8,-97.2,8.27
30.8,-97.2,6.31
30.8,-97.1,6.79
30.8,-97,6.95
30.8,-97,5.84
30.8,-97,6.62
30.8,-96.9,6.52
30.8,-96.8,6.94
30.8,-96.8,6.65
30.8,-96.8,7.31
30.8,-96.7,5.87
30.8,-96.7,5.22
30.8,-96.6,4.76
30.8,-96.5,4.39
30.8,-96.5,5.14
30.8,-96.5,5.7
30.8,-96.4,6.77
30.8,-96.3,6.38
30.8,-96.3,6.39
30.8,-96.3,5.87
30.8,-96.2,5.05
30.8,-96.2,5.08
30.8,-96.1,5.99
30.8,-96,5.44
30.8,-96,5.33
30.8,-96,5.25
30.8,-95.9,6.13
30.8,-95.8,4.88
30.8,-95.8,4.76
30.8,-95.8,5.28
30.8,-95.7,7.07
30.8,-95.7,5.78
30.8,-95.6,6.25
30.8,-95.5,6.47
30.8,-95.5,6.72
30.8,-95.5,6.58
30.8,-95.4,7.41
30.8,-95.3,6.34
30.8,-95.3,7.02
30.8,-95.3,6.11
30.8,-95.2,5.43
30.8,-95.2,5.92
30.8,-95.1,6.85
30.8,-95,9.21
30.8,-95,11.2
30.8,-95,8.82
30.8,-94.9,9.57
30.8,-94.8,11.3
30.8,-94.8,12.3
30.8,-94.8,12.9
30.8,-94.7,13.7
30.8,-94.7,14.7
30.8,-94.6,15
30.8,-94.5,15.5
30.8,-94.5,15.2
30.8,-94.5,16.3
30.8,-94.4,17
30.8,-94.3,16.1
30.8,-94.3,15.8
30.8,-94.3,15.2
30.8,-94.2,13.9
30.8,-94.2,9.82
30.8,-94.1,9.27
30.8,-94,8.92
30.8,-94,8.05
30.9,-98,20.3
30.9,-98,19.8
30.9,-97.9,19.5
30.9,-97.8,18.9
30.9,-97.8,18.2
30.9,-97.8,17.6
30.9,-97.7,16.4
30.9,-97.7,13.8
30.9,-97.6,14.4
30.9,-97.5,14.7
30.9,-97.5,12.2
30.9,-97.5,10.7
30.9,-97.4,9.97
30.9,-97.3,9.13
30.9,-97.3,8.16
30.9,-97.3,6.93
30.9,-97.2,6.45
30.9,-97.2,7.68
30.9,-97.1,8.48
30.9,-97,8.37
30.9,-97,6.98
30.9,-97,5.51
30.9,-96.9,6.36
30.9,-96.8,5.13
30.9,-96.8,5.13
30.9,-96.8,4.87
30.9,-96.7,4.73
30.9,-96.7,4.8
30.9,-96.6,4.72
30.9,-96.5,6.82
30.9,-96.5,6.98
30.9,-96.5,6.69
30.9,-96.4,6.46
30.9,-96.3,6.51
30.9,-96.3,5.7
30.9,-96.3,4.86
30.9,-96.2,4.39
30.9,-96.2,5.2
30.9,-96.1,6.31
30.9,-96,5.49
30.9,-96,4.57
30.9,-96,5.13
30.9,-95.9,4.14
30.9,-95.8,4.43
30.9,-95.8,5.03
30.9,-95.8,4.36
30.9,-95.7,5.66
30.9,-95.7,6.57
30.9,-95.6,6.09
30.9,-95.5,4.94
30.9,-95.5,6.01
30.9,-95.5,5.45
30.9,-95.4,5.68
30.9,-95.3,5.7
30.9,-95.3,5.93
30.9,-95.3,5.16
30.9,-95.2,5.99
30.9,-95.2,6.13
30.9,-95.1,7.38
30.9,-95,7.74
30.9,-95,10.2
30.9,-95,8.91
30.9,-94.9,8.74
30.9,-94.8,9.63
30.9,-94.8,11.5
30.9,-94.8,11.5
30.9,-94.7,11.9
30.9,-94.7,14.7
30.9,-94.6,15
30.9,-94.5,14
30.9,-94.5,15.3
30.9,-94.5,15.2
30.9,-94.4,14
30.9,-94.3,13.5
30.9,-94.3,12.2
30.9,-94.3,12.9
30.9,-94.2,9.94
30.9,-94.2,9.51
30.9,-94.1,8.66
30.9,-94,8.2
30.9,-94,9.33
30.9,-98,19.2
30.9,-98,19.6
30.9,-97.9,18.3
30.9,-97.8,17.9
30.9,-97.8,16.9
30.9,-97.8,18.7
30.9,-97.7,15.7
30.9,-97.7,15.3
30.9,-97.6,13
30.9,-97.5,12.7
30.9,-97.5,12.6
30.9,-97.5,11.2
30.9,-97.4,9.81
30.9,-97.3,8.35
30.9,-97.3,7.23
30.9,-97.3,8.38
30.9,-97.2,7.97
30.9,-97.2,8.68
30.9,-97.1,7.16
30.9,-97,6.48
30.9,-97,5.66
30.9,-97,5.43
30.9,-96.9,6.05
30.9,-96.8,6.49
30.9,-96.8,6.47
30.9,-96.8,6.35
30.9,-96.7,4.95
30.9,-96.7,4.82
30.9,-96.6,5.68
30.9,-96.5,6.22
30.9,-96.5,8.38
30.9,-96.5,7.63
30.9,-96.4,6.89
30.9,-96.3,6.01
30.9,-96.3,6.44
30.9,-96.3,5.82
30.9,-96.2,4.64
30.9,-96.2,4.93
30.9,-96.1,6.3
30.9,-96,5.59
30.9,-96,5.45
30.9,-96,4.93
30.9,-95.9,4.46
30.9,-95.8,4.96
30.9,-95.8,4.25
30.9,-95.8,3.62
30.9,-95.7,3.65
30.9,-95.7,3.79
30.9,-95.6,4.32
30.9,-95.5,5.5
30.9,-95.5,4.72
30.9,-95.5,4.73
30.9,-95.4,4.63
30.9,-95.3,5.74
30.9,-95.3,4.52
30.9,-95.3,4.6
30.9,-95.2,7.06
30.9,-95.2,7.46
30.9,-95.1,7.31
30.9,-95,7.65
30.9,-95,9.19
30.9,-95,8.81
30.9,-94.9,9.79
30.9,-94.8,9.77
30.9,-94.8,11.5
30.9,-94.8,10.8
30.9,-94.7,9.75
30.9,-94.7,10.6
30.9,-94.6,11
30.9,-94.5,11.7
30.9,-94.5,11.8
30.9,-94.5,11.5
30.9,-94.4,11.9
30.9,-94.3,12.4
30.9,-94.3,12.6
30.9,-94.3,10.8
30.9,-94.2,8.87
30.9,-94.2,8.14
30.9,-94.1,9.55
30.9,-94,8.35
30.9,-94,7.99
30.9,-98,17.5
30.9,-98,16.7
30.9,-97.9,18.4
30.9,-97.8,16.7
30.9,-97.8,16.2
30.9,-97.8,13.3
30.9,-97.7,14.5
30.9,-97.7,14.8
30.9,-97.6,13.3
30.9,-97.5,11.3
30.9,-97.5,10.3
30.9,-97.5,10.5
30.9,-97.4,9.94
30.9,-97.3,8.23
30.9,-97.3,7.74
30.9,-97.3,10.4
30.9,-97.2,8.68
30.9,-97.2,7.27
30.9,-97.1,7.33
30.9,-97,7.2
30.9,-97,7.12
30.9,-97,5.93
30.9,-96.9,7.31
30.9,-96.8,6.82
30.9,-96.8,7.6
30.9,-96.8,5.17
30.9,-96.7,4.93
30.9,-96.7,5.25
30.9,-96.6,7.27
30.9,-96.5,6.98
30.9,-96.5,7.12
30.9,-96.5,7.33
30.9,-96.4,7.21
30.9,-96.3,7.45
30.9,-96.3,6.14
30.9,-96.3,5.54
30.9,-96.2,5.78
30.9,-96.2,6.56
30.9,-96.1,6.71
30.9,-96,5.82
30.9,-96,5.68
30.9,-96,4.86
30.9,-95.9,5.66
30.9,-95.8,5.25
30.9,-95.8,4.98
30.9,-95.8,5.28
30.9,-95.7,4.66
30.9,-95.7,3.81
30.9,-95.6,4.51
30.9,-95.5,5.33
30.9,-95.5,4.63
30.9,-95.5,6.08
30.9,-95.4,6.21
30.9,-95.3,5.85
30.9,-95.3,4.61
30.9,-95.3,5.12
30.9,-95.2,6.33
30.9,-95.2,7.01
30.9,-95.1,7.91
30.9,-95,7.53
30.9,-95,8.91
30.9,-95,9.42
30.9,-94.9,10.3
30.9,-94.8,10.1
30.9,-94.8,8.55
30.9,-94.8,9.02
30.9,-94.7,9.71
30.9,-94.7,7.95
30.9,-94.6,8.64
30.9,-94.5,9.78
30.9,-94.5,11
30.9,-94.5,7.89
30.9,-94.4,11.6
30.9,-94.3,11.8
30.9,-94.3,10.5
30.9,-94.3,9.08
30.9,-94.2,7.53
30.9,-94.2,7.03
30.9,-94.1,8.2
30.9,-94,9.75
30.9,-94,9.57
31,-98,18.1
31,-98,15.1
31,-97.9,14.3
31,-97.8,14.9
31,-97.8,15.8
31,-97.8,17.3
31,-97.7,13
31,-97.7,12.4
31,-97.6,13.4
31,-97.5,12.3
31,-97.5,10.1
31,-97.5,9.07
31,-97.4,8.79
31,-97.3,8.9
31,-97.3,8.43
31,-97.3,9.86
31,-97.2,8.39
31,-97.2,7.62
31,-97.1,7.62
31,-97,7.26
31,-97,7.97
31,-97,6.76
31,-96.9,6.4
31,-96.8,6.49
31,-96.8,5.57
31,-96.8,5.15
31,-96.7,5.66
31,-96.7,6.47
31,-96.6,7.05
31,-96.5,7.39
31,-96.5,8.4
31,-96.5,7.61
31,-96.4,7.86
31,-96.3,8.34
31,-96.3,6.71
31,-96.3,4.96
31,-96.2,6.91
31,-96.2,5.88
31,-96.1,6.46
31,-96,6.01
31,-96,6.04
31,-96,5.41
31,-95.9,6.02
31,-95.8,5.68
31,-95.8,4.45
31,-95.8,4.81
31,-95.7,3.91
31,-95.7,3.93
31,-95.6,5.08
31,-95.5,5.92
31,-95.5,6.17
31,-95.5,6.4
31,-95.4,6.12
31,-95.3,4.61
31,-95.3,6.82
31,-95.3,6.33
31,-95.2,6.5
31,-95.2,6.63
31,-95.1,7.02
31,-95,7.68
31,-95,9.95
31,-95,7.56
31,-94.9,7.78
31,-94.8,7.43
31,-94.8,6.94
31,-94.8,7.4
31,-94.7,6.69
31,-94.7,7.16
31,-94.6,6.14
31,-94.5,6.24
31,-94.5,7.34
31,-94.5,7.2
31,-94.4,6.81
31,-94.3,7.26
31,-94.3,7.37
31,-94.3,6.34
31,-94.2,6.73
31,-94.2,6.59
31,-94.1,8.8
31,-94,10.4
31,-94,9.8
31.1,-98,15.4
31.1,-98,18.6
31.1,-97.9,16.9
31.1,-97.8,18.3
31.1,-97.8,17.2
31.1,-97.8,17.8
31.1,-97.7,14.3
31.1,-97.7,14.3
31.1,-97.6,13.6
31.1,-97.5,14.2
31.1,-97.5,11.8
31.1,-97.5,8.9
31.1,-97.4,9.86
31.1,-97.3,11
31.1,-97.3,9.91
31.1,-97.3,8.64
31.1,-97.2,8.51
31.1,-97.2,8.41
31.1,-97.1,8.2
31.1,-97,7.73
31.1,-97,7.24
31.1,-97,6.51
31.1,-96.9,6.26
31.1,-96.8,5.73
31.1,-96.8,6.84
31.1,-96.8,5.2
31.1,-96.7,6.53
31.1,-96.7,5.54
31.1,-96.6,7.06
31.1,-96.5,8.03
31.1,-96.5,8.34
31.1,-96.5,7.1
31.1,-96.4,7.63
31.1,-96.3,6.52
31.1,-96.3,5.94
31.1,-96.3,4.96
31.1,-96.2,7.37
31.1,-96.2,8.09
31.1,-96.1,7.06
31.1,-96,6.05
31.1,-96,6
31.1,-96,6.3
31.1,-95.9,6.18
31.1,-95.8,5.87
31.1,-95.8,5.3
31.1,-95.8,4.28
31.1,-95.7,3.54
31.1,-95.7,3.84
31.1,-95.6,5.56
31.1,-95.5,6.53
31.1,-95.5,6.81
31.1,-95.5,7.34
31.1,-95.4,5
31.1,-95.3,5.77
31.1,-95.3,5.84
31.1,-95.3,6.78
31.1,-95.2,6.91
31.1,-95.2,8.45
31.1,-95.1,8.28
31.1,-95,7.22
31.1,-95,7.39
31.1,-95,7.79
31.1,-94.9,7.51
31.1,-94.8,7.21
31.1,-94.8,6.32
31.1,-94.8,6.69
31.1,-94.7,6.86
31.1,-94.7,6.14
