name,lat,lng,class,flowinfo,url
"USGS 08158920 Williamson Ck at Oak Hill, TX",30.23520806,-97.86028480,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08158920
"USGS 08158380 Little Walnut Ck at Georgian Dr, Austin, TX",30.35437215,-97.69806090,0,"Discharge: 0.23 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 25.56%;% normal(mean): 4.83%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08158380
"USGS 08075730 Vince Bayou at Pasadena, TX",29.69467363,-95.21632300,5,"Discharge: 6.96 cfs;Date: 2019-08-31;Percentile: 46.98 %;Class: Normal;% normal(median): 90.86%;% normal(mean): 34.87%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08075730
"USGS 08032000 Neches Rv nr Neches, TX",31.89239037,-95.43078600,5,"Discharge: 104.87 cfs;Date: 2019-08-31;Percentile: 63.36 %;Class: Normal;% normal(median): 127.07%;% normal(mean): 79.26%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08032000
"USGS 08180500 Medina Rv nr Riomedina, TX",29.49800000,-98.90550000,0,"Discharge: 29.08 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 111.37%;% normal(mean): 47.56%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08180500
"USGS 08172400 Plum Ck at Lockhart, TX",29.92299833,-97.67916670,7,"Discharge: 3.92 cfs;Date: 2019-08-31;Percentile: 90.06 %;Class: Much above normal;% normal(median): 3266.67%;% normal(mean): 39.16%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08172400
"USGS 08063590 Waxahachie Ck at Waxahachie, TX",32.38222220,-96.85055560,0,"Discharge: 1.10 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 114.58%;% normal(mean): 41.98%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08063590
"USGS 08170500 San Marcos Rv at San Marcos, TX",29.88910804,-97.93417180,0,"Discharge: 214.06 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 128.99%;% normal(mean): 117.73%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08170500
"USGS 08076000 Greens Bayou nr Houston, TX",29.91827840,-95.30687960,5,"Discharge: 80.17 cfs;Date: 2019-08-31;Percentile: 74.28 %;Class: Normal;% normal(median): 172.45%;% normal(mean): 84.79%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08076000
"USGS 08162600 Tres Palacios Rv nr Midfield, TX",28.92803769,-96.17107470,5,"Discharge: 27.44 cfs;Date: 2019-08-31;Percentile: 46.58 %;Class: Normal;% normal(median): 94.43%;% normal(mean): 33.75%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08162600
"USGS 08076180 Garners Bayou nr Humble, TX",29.93386089,-95.23396080,0,"Discharge: 22.64 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 92.37%;% normal(mean): 24.32%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08076180
"USGS 08048800 Big Fossil Ck at Haltom City, TX",32.80735146,-97.24862560,0,"Discharge: 6.17 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 367.26%;% normal(mean): 48.02%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08048800
"USGS 08174200 Sandy Fork Ck at Hwy 97 nr Waelder, TX",29.62491389,-97.32074440,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08174200
"USGS 08020000 Sabine Rv nr Gladewater, TX",32.52708909,-94.96021750,5,"Discharge: 160.69 cfs;Date: 2019-08-31;Percentile: 62.32 %;Class: Normal;% normal(median): 135.57%;% normal(mean): 67.14%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08020000
"USGS 08064100 Chambers Ck nr Rice, TX",32.19848230,-96.52026390,5,"Discharge: 7.71 cfs;Date: 2019-08-31;Percentile: 61.88 %;Class: Normal;% normal(median): 336.68%;% normal(mean): 11.37%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08064100
"USGS 08164800 Placedo Ck nr Placedo, TX",28.72527137,-96.76887020,4,"Discharge: 0.61 cfs;Date: 2019-08-31;Percentile: 22.14 %;Class: Below normal;% normal(median): 23.46%;% normal(mean): 2.53%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08164800
"USGS 08044500 W Fk Trinity Rv nr Boyd, TX",33.08539917,-97.55863600,5,"Discharge: 204.94 cfs;Date: 2019-08-31;Percentile: 49.10 %;Class: Normal;% normal(median): 98.16%;% normal(mean): 93.86%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08044500
"USGS 08047050 Marys Ck at Benbrook, TX",32.69513160,-97.44724220,0,"Discharge: 3.30 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 237.41%;% normal(mean): 89.67%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08047050
"USGS 08136000 Concho Rv at San Angelo, TX",31.45460600,-100.41064740,5,"Discharge: 16.54 cfs;Date: 2019-08-31;Percentile: 61.63 %;Class: Normal;% normal(median): 127.04%;% normal(mean): 46.71%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08136000
"USGS 08095000 N Bosque Rv nr Clifton, TX",31.78599100,-97.56807480,5,"Discharge: 29.51 cfs;Date: 2019-08-31;Percentile: 71.76 %;Class: Normal;% normal(median): 303.29%;% normal(mean): 50.44%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08095000
"USGS 08019000 Lake Fk Ck nr Quitman, TX",32.76318386,-95.46300940,5,"Discharge: 33.62 cfs;Date: 2019-08-31;Percentile: 49.59 %;Class: Normal;% normal(median): 98.88%;% normal(mean): 35.41%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08019000
"USGS 08180700 Medina Rv nr Macdona, TX",29.33495798,-98.68974400,5,"Discharge: 48.03 cfs;Date: 2019-08-31;Percentile: 47.63 %;Class: Normal;% normal(median): 95.32%;% normal(mean): 36.01%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08180700
"USGS 08030500 Sabine Rv nr Ruliff, TX",30.30381684,-93.74377840,7,"Discharge: 9332.58 cfs;Date: 2019-08-31;Percentile: 96.34 %;Class: Much above normal;% normal(median): 207.92%;% normal(mean): 223.34%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08030500
"USGS 08152710 Felps Spgs nr Burnet, TX",30.71944444,-98.22805560,0,"Discharge: 0.84 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 112.00%;% normal(mean): 94.38%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08152710
"USGS 08093100 Brazos Rv nr Aquilla, TX",31.81238220,-97.29778820,5,"Discharge: 838.86 cfs;Date: 2019-08-31;Percentile: 58.06 %;Class: Normal;% normal(median): 106.81%;% normal(mean): 89.16%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08093100
"USGS 08068325 Willow Ck nr Tomball, TX",30.10549526,-95.54660840,0,"Discharge: 6.05 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 67.45%;% normal(mean): 8.17%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08068325
"USGS 0804956950 Bear Ck at Shady Grove Rd, Grand Prairie, TX",32.80449720,-97.00988060,0,"Discharge: 15.82 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 30.65%;% normal(mean): 36.74%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=0804956950
"USGS 08162000 Colorado Rv at Wharton, TX",29.30913668,-96.10384820,3,"Discharge: 381.61 cfs;Date: 2019-08-31;Percentile: 6.43 %;Class: Much below normal;% normal(median): 33.86%;% normal(mean): 26.84%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08162000
"USGS 08084800 California Ck nr Stamford, TX",32.93094435,-99.64258800,5,"Discharge: 3.15 cfs;Date: 2019-08-31;Percentile: 61.76 %;Class: Normal;% normal(median): 201.92%;% normal(mean): 5.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08084800
"USGS 08111500 Brazos Rv nr Hempstead, TX",30.12910626,-96.18773870,5,"Discharge: 3214.19 cfs;Date: 2019-08-31;Percentile: 73.21 %;Class: Normal;% normal(median): 201.66%;% normal(mean): 115.61%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08111500
"USGS 08076700 Greens Bayou at Ley Rd, Houston, TX",29.83716950,-95.23326710,0,"!!Hydrograph??wwapps/ww_chart.php?i=nwis&vt=dv&ot=q&site_no=08076700??image??https://waterdata.usgs.gov/tx/nwis/dv?site_no=08076700",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08076700
"USGS 08200720 Hondo Ck at SH 173 nr Hondo, TX",29.37611110,-99.11666670,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08200720
"USGS 08169000 Comal Rv at New Braunfels, TX",29.70640833,-98.12220830,5,"Discharge: 298.81 cfs;Date: 2019-08-31;Percentile: 57.89 %;Class: Normal;% normal(median): 107.15%;% normal(mean): 115.54%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08169000
"USGS 08188500 San Antonio Rv at Goliad, TX",28.64928610,-97.38485830,5,"Discharge: 222.42 cfs;Date: 2019-08-31;Percentile: 32.11 %;Class: Normal;% normal(median): 76.96%;% normal(mean): 45.22%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08188500
"USGS 08111850 Brazos Rv at San Felipe, TX",29.80833333,-96.09555560,0,"Discharge: 3426.45 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 126.27%;% normal(mean): 53.42%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08111850
"USGS 08110500 Navasota Rv nr Easterly, TX",31.17018205,-96.29774300,5,"Discharge: 14.29 cfs;Date: 2019-08-31;Percentile: 41.07 %;Class: Normal;% normal(median): 56.75%;% normal(mean): 19.32%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08110500
"USGS 08057300 White Rk Ck at White Rk Lk, Dallas, TX",32.80873904,-96.72583200,0,"Discharge: 24.79 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 428.15%;% normal(mean): 94.91%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08057300
"USGS 08164600 Garcitas Ck nr Inez, TX",28.89137590,-96.81914860,2,"Discharge: 0.00 cfs;Date: 2019-08-31;Percentile: 2.00 %;Class: Much below normal;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08164600
"USGS 08206700 San Miguel Ck nr Tilden, TX",28.58748787,-98.54585130,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08206700
"USGS 08052745 Doe Br at US Hwy 380 nr Prosper, TX",33.21928460,-96.89194750,0,"Discharge: 69.44 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 81.55%;% normal(mean): 89.70%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08052745
"USGS 08107950 N Elm Ck at Rosebud Rd nr Meeks, TX",31.01306944,-97.11008330,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08107950
"USGS 08156800 Shoal Ck at W 12th St, Austin, TX",30.27659704,-97.75028340,3,"Discharge: 0.00 cfs;Date: 2019-08-31;Percentile: 8.93 %;Class: Much below normal;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08156800
"USGS 08067920 Lake Ck at Sendera Ranch Rd nr Conroe, TX",30.25775000,-95.56369440,0,"Discharge: 8.84 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 6.23%;% normal(mean): 0.98%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08067920
"USGS 08198000 Sabinal Rv nr Sabinal, TX",29.49106440,-99.49282410,5,"Discharge: 11.33 cfs;Date: 2019-08-31;Percentile: 44.60 %;Class: Normal;% normal(median): 64.93%;% normal(mean): 21.97%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08198000
"USGS 08177700 Olmos Ck at Dresden Dr, San Antonio, TX",29.49911920,-98.51029580,5,"Discharge: 0.35 cfs;Date: 2019-08-31;Percentile: 27.00 %;Class: Normal;% normal(median): 28.93%;% normal(mean): 5.70%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08177700
"USGS 08211200 Nueces Rv at Bluntzer, TX",27.93779594,-97.77583080,0,"Discharge: 117.61 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 71.83%;% normal(mean): 67.10%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08211200
"USGS 08065800 Bedias Ck nr Madisonville, TX",30.88472220,-95.77777780,5,"Discharge: 4.87 cfs;Date: 2019-08-31;Percentile: 65.89 %;Class: Normal;% normal(median): 340.56%;% normal(mean): 9.02%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08065800
"USGS 08098300 Little Pond Ck nr Burlington, TX",31.02657314,-96.98832140,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08098300
"USGS 08178050 San Antonio Rv at Mitchell St, San Antonio, TX",29.39301189,-98.49473920,0,"Discharge: 16.02 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 54.16%;% normal(mean): 28.29%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08178050
"USGS 08194000 Nueces Rv at Cotulla, TX",28.42637889,-99.24003220,5,"Discharge: 53.54 cfs;Date: 2019-08-31;Percentile: 66.09 %;Class: Normal;% normal(median): 1710.54%;% normal(mean): 20.96%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08194000
"USGS 08189200 Copano Ck nr Refugio, TX",28.30361693,-97.11249130,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08189200
"USGS 08067548 W Fk San Jacinto Rv nr Huntsville, TX",30.64602980,-95.67522400,0,"Discharge: 0.82 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 8200.00%;% normal(mean): 0.59%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08067548
"USGS 08075400 Sims Bayou at Hiram Clarke St, Houston, TX",29.61884399,-95.44605220,5,"Discharge: 13.61 cfs;Date: 2019-08-31;Percentile: 37.86 %;Class: Normal;% normal(median): 88.43%;% normal(mean): 33.19%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08075400
"USGS 08090905 Brazos Rv ds Lk Granbury nr Granbury, TX",32.38638889,-97.65222220,0,"Discharge: 18.22 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 63.80%;% normal(mean): 51.04%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08090905
"USGS 08212400 Los Olmos Ck nr Falfurrias, TX",27.26448618,-98.13583780,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08212400
"USGS 08167000 Guadalupe Rv at Comfort, TX",29.96523889,-98.89716670,5,"Discharge: 94.14 cfs;Date: 2019-08-31;Percentile: 65.53 %;Class: Normal;% normal(median): 141.33%;% normal(mean): 45.07%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08167000
"USGS 08155400 Barton Ck abv Barton Spgs at Austin, TX",30.26354168,-97.77222800,0,"Discharge: 4.73 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 303.21%;% normal(mean): 28.75%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08155400
"USGS 08132450 Red Arroyo at S. Chadbourne St. nr San Angelo, TX",31.43577778,-100.43433330,0,"Discharge: 0.29 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 6.11%;% normal(mean): 6.55%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08132450
"USGS 08063030 Ash Ck at Hwy 171 nr Malone, TX",31.90955833,-96.88146390,0,"Discharge: 1.42 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 43.16%;% normal(mean): 4.56%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08063030
"USGS 08166250 Guadalupe Rv nr Center Point, TX",29.98777778,-99.11000000,0,"Discharge: 64.44 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 233.90%;% normal(mean): 182.70%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08166250
"USGS 08205500 Frio Rv nr Derby, TX",28.73664429,-99.14475560,5,"Discharge: 0.87 cfs;Date: 2019-08-31;Percentile: 42.78 %;Class: Normal;% normal(median): 19.77%;% normal(mean): 0.66%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08205500
"USGS 08066300 Menard Ck nr Rye, TX",30.48138889,-94.77972220,5,"Discharge: 27.36 cfs;Date: 2019-08-31;Percentile: 57.06 %;Class: Normal;% normal(median): 108.61%;% normal(mean): 39.74%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08066300
"USGS 08062500 Trinity Rv nr Rosser, TX",32.42652988,-96.46304150,5,"Discharge: 1007.93 cfs;Date: 2019-08-31;Percentile: 58.17 %;Class: Normal;% normal(median): 122.91%;% normal(mean): 73.56%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08062500
"USGS 08083230 Clear Fk Brazos Rv nr Noodle, TX",32.67455998,-100.07259990,0,"Discharge: 13.17 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 537.55%;% normal(mean): 26.59%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08083230
"USGS 08059350 Indian Ck at SH 78 nr Farmersville, TX",33.22500000,-96.37305560,0,"Discharge: 73.76 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 90.27%;% normal(mean): 64.07%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08059350
"USGS 08210000 Nueces Rv nr Three Rivers, TX",28.42749545,-98.17806250,5,"Discharge: 83.39 cfs;Date: 2019-08-31;Percentile: 49.52 %;Class: Normal;% normal(median): 97.69%;% normal(mean): 15.15%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08210000
"USGS 08104055 Chalk Ridge Falls Spgs nr Belton, TX",31.01800000,-97.52627780,0,"Discharge: 0.26 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): %;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08104055
"USGS 08193000 Nueces Rv nr Asherton, TX",28.50026313,-99.68199350,5,"Discharge: 26.80 cfs;Date: 2019-08-31;Percentile: 59.97 %;Class: Normal;% normal(median): 930.56%;% normal(mean): 12.77%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08193000
"USGS 08105505 Willis Ck nr Granger, TX",30.70216667,-97.43416670,0,"Discharge: 0.88 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 733.33%;% normal(mean): 5.71%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08105505
"USGS 08045550 WFk TrinityRv at White Settlement Rd,Fort Worth,TX",32.75972220,-97.40388890,0,"Discharge: 18.86 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 158.62%;% normal(mean): 30.66%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08045550
"USGS 08053009 Indian Ck at FM 2281, Carrollton, TX",33.02694444,-96.91722220,0,"Discharge: 15.20 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 214.39%;% normal(mean): 177.36%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08053009
"USGS 08063800 Waxahachie Ck nr Bardwell, TX",32.24348070,-96.64026760,5,"Discharge: 2.00 cfs;Date: 2019-08-31;Percentile: 71.81 %;Class: Normal;% normal(median): 1666.67%;% normal(mean): 14.08%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08063800
"USGS 08189500 Mission Rv at Refugio, TX",28.29195088,-97.27915930,4,"Discharge: 3.00 cfs;Date: 2019-08-31;Percentile: 21.14 %;Class: Below normal;% normal(median): 23.22%;% normal(mean): 4.95%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08189500
"USGS 08022040 Sabine Rv nr Beckville, TX",32.32737887,-94.35353020,5,"Discharge: 293.23 cfs;Date: 2019-08-31;Percentile: 65.36 %;Class: Normal;% normal(median): 143.99%;% normal(mean): 80.30%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08022040
"USGS 08045995 Clear Fork Trinity Rv at Kelly Rd nr Aledo, TX",32.65305556,-97.58638890,0,"Discharge: 12.43 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 212.84%;% normal(mean): 52.45%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08045995
"USGS 08049700 Walnut Ck nr Mansfield, TX",32.58096950,-97.10195330,6,"Discharge: 7.52 cfs;Date: 2019-08-31;Percentile: 80.73 %;Class: Above normal;% normal(median): 835.56%;% normal(mean): 173.27%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08049700
"USGS 08158840 Slaughter Ck at FM 1826 nr Austin, TX",30.20909720,-97.90334090,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08158840
"USGS 08157560 Waller Ck at E 1st St, Austin, TX",30.26194167,-97.73970000,0,"Discharge: 1.43 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 25.77%;% normal(mean): 27.93%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08157560
"USGS 08106500 Little Rv nr Cameron, TX",30.83519047,-96.94665120,5,"Discharge: 180.70 cfs;Date: 2019-08-31;Percentile: 32.60 %;Class: Normal;% normal(median): 59.89%;% normal(mean): 20.67%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08106500
"USGS 08048000 W Fk Trinity Rv at Ft Worth, TX",32.76096337,-97.33251670,5,"Discharge: 101.82 cfs;Date: 2019-08-31;Percentile: 74.26 %;Class: Normal;% normal(median): 270.37%;% normal(mean): 91.62%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08048000
"USGS 08185500 Cibolo Ck at Sutherland Springs, TX",29.27972220,-98.05333330,0,"Discharge: 18.87 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 128.81%;% normal(mean): 25.14%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08185500
"USGS 08127000 Elm Ck at Ballinger, TX",31.74931697,-99.94786360,5,"Discharge: 2.20 cfs;Date: 2019-08-31;Percentile: 60.98 %;Class: Normal;% normal(median): 916.67%;% normal(mean): 17.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08127000
"USGS 08110100 Davidson Ck nr Lyons, TX",30.41965196,-96.54024660,5,"Discharge: 0.73 cfs;Date: 2019-08-31;Percentile: 62.44 %;Class: Normal;% normal(median): 304.17%;% normal(mean): 2.43%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08110100
"USGS 08175000 Sandies Ck nr Westhoff, TX",29.21524750,-97.44943530,3,"Discharge: 0.28 cfs;Date: 2019-08-31;Percentile: 8.48 %;Class: Much below normal;% normal(median): 5.87%;% normal(mean): 0.47%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08175000
"USGS 08158700 Onion Ck nr Driftwood, TX",30.08298924,-98.00778590,5,"Discharge: 1.99 cfs;Date: 2019-08-31;Percentile: 43.96 %;Class: Normal;% normal(median): 65.46%;% normal(mean): 18.24%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08158700
"USGS 08090800 Brazos Rv nr Dennis, TX",32.61568907,-97.92587030,5,"Discharge: 207.84 cfs;Date: 2019-08-31;Percentile: 26.03 %;Class: Normal;% normal(median): 58.80%;% normal(mean): 26.86%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08090800
"USGS 08055000 Denton Ck nr Grapevine, TX",32.98706770,-97.01278570,6,"Discharge: 143.52 cfs;Date: 2019-08-31;Percentile: 77.63 %;Class: Above normal;% normal(median): 184.52%;% normal(mean): 58.46%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08055000
"USGS 08185000 Cibolo Ck at Selma, TX",29.59411660,-98.31112420,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08185000
"USGS 08158927 Kincheon Br at William Cannon Blvd, Austin, TX",30.21247220,-97.82886110,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08158927
"USGS 08017200 Cowleech Fk Sabine Rv at Greenville, TX",33.13289330,-96.07691640,5,"Discharge: 0.38 cfs;Date: 2019-08-31;Percentile: 38.50 %;Class: Normal;% normal(median): 67.86%;% normal(mean): 3.35%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08017200
"USGS 08072600 Buffalo Bayou at State Hwy 6 nr Addicks, TX",29.76938056,-95.64316670,0,"Discharge: 61.95 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 77.86%;% normal(mean): 24.20%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08072600
"USGS 08068000 W Fk San Jacinto Rv nr Conroe, TX",30.24465738,-95.45716160,7,"Discharge: 255.08 cfs;Date: 2019-08-31;Percentile: 91.38 %;Class: Much above normal;% normal(median): 563.34%;% normal(mean): 108.03%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08068000
"USGS 08189300 Medio Ck nr Beeville, TX",28.48305164,-97.65666300,0,"Discharge: 0.00 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08189300
"USGS 08166000 Johnson Ck nr Ingram, TX",30.10020707,-99.28310060,5,"Discharge: 15.52 cfs;Date: 2019-08-31;Percentile: 61.71 %;Class: Normal;% normal(median): 124.56%;% normal(mean): 48.14%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08166000
"USGS 08074000 Buffalo Bayou at Houston, TX",29.76022829,-95.40855050,0,"!!Hydrograph??wwapps/ww_chart.php?i=nwis&vt=dv&ot=q&site_no=08074000??image??https://waterdata.usgs.gov/tx/nwis/dv?site_no=08074000",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08074000
"USGS 08178500 San Pedro Ck at Furnish St, San Antonio, TX",29.40634470,-98.51085080,0,"Discharge: 8.56 cfs;Date: 2019-08-31;Class: Not-ranked;% normal(median): 121.76%;% normal(mean): 62.03%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08178500
"USGS 08065000 Trinity Rv nr Oakwood, TX",31.64850597,-95.78940290,5,"Discharge: 1151.19 cfs;Date: 2019-08-31;Percentile: 58.99 %;Class: Normal;% normal(median): 124.93%;% normal(mean): 74.67%;",https://waterdata.usgs.gov/tx/nwis/dv?site_no=08065000
